Escolaridad,Nivel Escolar,Ocupación,Ingreso,Cuenta de Nómina,Tarjeta de Débito,Tarjeta Dummy,Uso de Tarjeta,Bancos,BancoDummy,Tamaño de localidad,Región,RegionDummy,Genero,GeneroDummy,Edad
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,20000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,53
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,Sí,1,2,Otros bancos,10,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,70
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,20000,Sí,Sí,1,20,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,28
8,Licenciatura o ingeniería (profesional),Es jubilada(o) o pensionada(o),0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,69
3,Secundaria.,trabajó por lo menos una hora,4400,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,42
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,5000,No,Sí,1,20,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,43
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,21
8,Licenciatura o ingeniería (profesional),No trabajó,0,No,Sí,1,2,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,31
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,22
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,12000,Sí,Sí,1,20,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,25
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,Sí,Sí,1,5,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,25
6,Preparatoria o bachillerato,trabajó por lo menos una hora,11000,Sí,Sí,1,30,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,35
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,28000,No,Sí,1,2,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,32
8,Licenciatura o ingeniería (profesional),No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,44
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,Sí,Sí,1,15,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,64
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,16000,Sí,Sí,1,10,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,36
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,21
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,32
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,No,0,0,BanCoppel,11,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,32
7,Estudios técnicos con preparatoria terminada.,trabajó por lo menos una hora,28000,Sí,Sí,1,10,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,35
3,Secundaria.,trabajó por lo menos una hora,3200,Sí,Sí,1,6,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,46
2,Primaria,trabajó por lo menos una hora,8800,Sí,Sí,1,3,BanCoppel,11,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,56
6,Preparatoria o bachillerato,trabajó por lo menos una hora,7600,Sí,Sí,1,8,HSBC,6,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,35
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,41
3,Secundaria.,trabajó por lo menos una hora,7200,Sí,Sí,1,10,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,20
2,Primaria,trabajó por lo menos una hora,4800,Sí,Sí,1,5,Banorte,3,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,55
3,Secundaria.,trabajó por lo menos una hora,11200,Sí,No,0,0,HSBC,6,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,24
2,Primaria,trabajó por lo menos una hora,12000,Sí,Sí,1,8,HSBC,6,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,39
6,Preparatoria o bachillerato,trabajó por lo menos una hora,9000,Sí,No,0,0,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,35
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,32
2,Primaria,Es jubilada(o) o pensionada(o),0,Sí,Sí,1,2,Otro,7,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,65
3,Secundaria.,trabajó por lo menos una hora,14400,Sí,No,0,0,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,44
2,Primaria,trabajó por lo menos una hora,24000,No,Sí,1,20,Otro,7,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,22
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,47
3,Secundaria.,trabajó por lo menos una hora,8500,Sí,Sí,1,5,Otros bancos,10,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,57
6,Preparatoria o bachillerato,trabajó por lo menos una hora,8000,Sí,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,46
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,15900,No,Sí,1,10,Banorte,3,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,47
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,50
8,Licenciatura o ingeniería (profesional),No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,59
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,32000,No,Sí,1,20,Otro,7,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,28
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,25,Otros bancos,10,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,44
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,21
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,25
4,Estudios técnicos con secundaria terminada,trabajó por lo menos una hora,12000,No,Sí,1,6,Otro,7,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,40
2,Primaria,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,59
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,14000,No,Sí,1,20,No sabe,5,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,30
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,54
3,Secundaria.,trabajó por lo menos una hora,9000,Sí,Sí,1,4,Banorte,3,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,38
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,13000,Sí,Sí,1,10,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,28
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,35
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,Sí,Sí,1,5,Banco Azteca,8,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,20
3,Secundaria.,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,53
2,Primaria,trabajó por lo menos una hora,16000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,67
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,54
3,Secundaria.,trabajó por lo menos una hora,12000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,40
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,Sí,Sí,1,0,Banorte,3,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,27
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,49
2,Primaria,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,86
3,Secundaria.,buscó trabajo,0,Sí,Sí,1,0,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,42
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,20000,No,Sí,1,10,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,55
9,Maestría o doctorado,trabajó por lo menos una hora,12000,Sí,Sí,1,10,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,35
6,Preparatoria o bachillerato,No trabajó,0,No,Sí,1,2,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,31
2,Primaria,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,75
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,16000,Sí,Sí,1,20,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,60
0,Ninguno,trabajó por lo menos una hora,800,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,84
8,Licenciatura o ingeniería (profesional),No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,28
2,Primaria,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,36
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,49
3,Secundaria.,trabajó por lo menos una hora,5600,No,Sí,1,0,BanCoppel,11,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,51
7,Estudios técnicos con preparatoria terminada.,trabajó por lo menos una hora,8000,Sí,Sí,1,0,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,39
2,Primaria,trabajó por lo menos una hora,10000,No,Sí,1,0,BanCoppel,11,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,32
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4800,No,Sí,1,0,Banco Azteca,8,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,22
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4800,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,38
3,Secundaria.,trabajó por lo menos una hora,6400,Sí,Sí,1,2,Banorte,3,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,39
3,Secundaria.,trabajó por lo menos una hora,20000,Sí,Sí,1,30,BanCoppel,11,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,25
2,Primaria,No trabajó,2000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,57
6,Preparatoria o bachillerato,trabajó por lo menos una hora,8000,Sí,Sí,1,4,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,37
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,44
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,28
3,Secundaria.,trabajó por lo menos una hora,14000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,32
2,Primaria,trabajó por lo menos una hora,7200,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,53
9,Maestría o doctorado,trabajó por lo menos una hora,20000,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,30
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4000,No,Sí,1,8,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,43
3,Secundaria.,trabajó por lo menos una hora,6000,Sí,Sí,1,8,Citibanamex,1,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,56
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,28000,Sí,Sí,1,20,BBVA,2,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,36
3,Secundaria.,trabajó por lo menos una hora,12000,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,62
6,Preparatoria o bachillerato,Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,19
3,Secundaria.,trabajó por lo menos una hora,6800,Sí,Sí,1,4,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,47
6,Preparatoria o bachillerato,Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,18
2,Primaria,trabajó por lo menos una hora,2800,No,No,0,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,53
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,53
2,Primaria,trabajó por lo menos una hora,7200,Sí,Sí,1,0,Otros bancos,10,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,44
3,Secundaria.,trabajó por lo menos una hora,12800,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,53
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,28
6,Preparatoria o bachillerato,trabajó por lo menos una hora,7200,Sí,Sí,1,1,Santander,4,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Mujer,2,45
2,Primaria,trabajó por lo menos una hora,9600,Sí,Sí,1,0,Banorte,3,100 000 y más habitantes,"Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",2,Hombre,1,38
